[pagamento.data_pagamento] [= [pagamento.data_noleggio]
[cliente.negozio_id] [= [lingua.lingua_id]
[cliente.negozio_id] [= [negozio.negozio_id]
[cliente.negozio_id] [= [negozio.capo_personale_id]
[cliente.negozio_id] [= [negozio.indirizzo_id]
[cliente.negozio_id] [= [pagamento.pagamento_id]
[cliente.negozio_id] [= [pagamento.cliente_id]
[cliente.negozio_id] [= [pagamento.ppersonale_id]
[cliente.negozio_id] [= [pagamento.noleggio_id]
[cliente.negozio_id] [= [pagamento.inventario_id]
[cliente.negozio_id] [= [pagamento.npersonale_id]
[cliente.negozio_id] [= [personale.personale_id]
[cliente.negozio_id] [= [personale.negozio_id]
[personale.personale_id] [= [attore.attore_id]
[personale.personale_id] [= [categoria.categoria_id]
[personale.personale_id] [= [cliente.cliente_id]
[personale.personale_id] [= [cliente.negozio_id]
[personale.personale_id] [= [film.film_id]
[personale.personale_id] [= [film_attore.attore_id]
[personale.personale_id] [= [film_attore.film_id]
[personale.personale_id] [= [film_categoria.film_id]
[personale.personale_id] [= [film_categoria.categoria_id]
[personale.personale_id] [= [indirizzo.indirizzo_id]
[personale.personale_id] [= [indirizzo.città_id]
[personale.personale_id] [= [indirizzo.stato_id]
[personale.personale_id] [= [inventario.inventario_id]
[personale.personale_id] [= [inventario.film_id]
[personale.personale_id] [= [inventario.negozio_id]
[personale.personale_id] [= [lingua.lingua_id]
[personale.personale_id] [= [negozio.negozio_id]
[personale.personale_id] [= [negozio.capo_personale_id]
[personale.personale_id] [= [negozio.indirizzo_id]
[personale.personale_id] [= [pagamento.pagamento_id]
[personale.personale_id] [= [pagamento.cliente_id]
[personale.personale_id] [= [pagamento.ppersonale_id]
[personale.personale_id] [= [pagamento.noleggio_id]
[personale.personale_id] [= [pagamento.inventario_id]
[personale.personale_id] [= [pagamento.npersonale_id]
[personale.personale_id] [= [personale.negozio_id]
[film.lingua_id, film.tariffa_noleggio] [= [pagamento.cliente_id, pagamento.ammontare]
[film.lingua_id, film.tariffa_noleggio] [= [pagamento.ppersonale_id, pagamento.ammontare]
[film.lingua_id, film.tariffa_noleggio] [= [pagamento.npersonale_id, pagamento.ammontare]
[film.durata_noleggio, film.tariffa_noleggio] [= [pagamento.cliente_id, pagamento.ammontare]
[cliente.cliente_id, cliente.negozio_id] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[cliente.cliente_id, cliente.negozio_id] [= [pagamento.cliente_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.cliente_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.cliente_id, pagamento.npersonale_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.cliente_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.noleggio_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.inventario_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.npersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.noleggio_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.inventario_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.cliente_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.ppersonale_id, pagamento.cliente_id]
[personale.indirizzo_id, personale.negozio_id, personale.attivo] [= [cliente.cliente_id, cliente.negozio_id, cliente.attivo]
[personale.indirizzo_id, personale.negozio_id, personale.attivo] [= [pagamento.pagamento_id, pagamento.ppersonale_id, pagamento.cliente_id]
[personale.indirizzo_id, personale.negozio_id, personale.attivo] [= [pagamento.cliente_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.indirizzo_id, personale.negozio_id, personale.attivo] [= [pagamento.cliente_id, pagamento.npersonale_id, pagamento.ppersonale_id]
[personale.indirizzo_id, personale.negozio_id, personale.attivo] [= [pagamento.inventario_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[film.lingua_id, film.durata] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[film.lingua_id, film.durata] [= [pagamento.npersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.indirizzo_id] [= [cliente.negozio_id, cliente.cliente_id]
[personale.personale_id, personale.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.pagamento_id]
[personale.personale_id, personale.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[personale.personale_id, personale.indirizzo_id] [= [pagamento.npersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.indirizzo_id] [= [pagamento.npersonale_id, pagamento.noleggio_id]
[personale.personale_id, personale.indirizzo_id, personale.negozio_id] [= [pagamento.ppersonale_id, pagamento.cliente_id, pagamento.npersonale_id]
[personale.personale_id, personale.indirizzo_id, personale.negozio_id] [= [pagamento.npersonale_id, pagamento.cliente_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.cliente_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.cliente_id, pagamento.npersonale_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.cliente_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.inventario_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.npersonale_id, pagamento.cliente_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.npersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.inventario_id, pagamento.ppersonale_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.inventario_id, pagamento.npersonale_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.cliente_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.ppersonale_id, pagamento.cliente_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.ppersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.inventario_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id] [= [inventario.film_id, inventario.negozio_id]
[personale.personale_id, personale.negozio_id] [= [inventario.negozio_id, inventario.film_id]
[personale.personale_id, personale.negozio_id] [= [negozio.negozio_id, negozio.capo_personale_id]
[personale.personale_id, personale.negozio_id] [= [negozio.negozio_id, negozio.indirizzo_id]
[personale.personale_id, personale.negozio_id] [= [negozio.capo_personale_id, negozio.negozio_id]
[personale.personale_id, personale.negozio_id] [= [negozio.capo_personale_id, negozio.indirizzo_id]
[personale.personale_id, personale.negozio_id] [= [negozio.indirizzo_id, negozio.negozio_id]
[personale.personale_id, personale.negozio_id] [= [negozio.indirizzo_id, negozio.capo_personale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.cliente_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.ppersonale_id, pagamento.noleggio_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.noleggio_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.inventario_id, pagamento.npersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.npersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.npersonale_id, pagamento.ppersonale_id]
[personale.personale_id, personale.negozio_id] [= [pagamento.npersonale_id, pagamento.inventario_id]
[film.data_rilascio, film.lingua_id] [= [inventario.inventario_id, inventario.negozio_id]
[film.data_rilascio, film.lingua_id] [= [pagamento.pagamento_id, pagamento.npersonale_id]
[film.data_rilascio, film.lingua_id] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[film.data_rilascio, film.lingua_id] [= [pagamento.inventario_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [inventario.film_id, inventario.negozio_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [inventario.negozio_id, inventario.film_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.cliente_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.ppersonale_id, pagamento.noleggio_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.ppersonale_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.noleggio_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.inventario_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.npersonale_id, pagamento.cliente_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.npersonale_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [pagamento.npersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [personale.personale_id, personale.negozio_id]
[negozio.negozio_id, negozio.capo_personale_id] [= [personale.negozio_id, personale.personale_id]
[personale.nome, personale.negozio_id] [= [personale.nomeutente, personale.personale_id]
[personale.indirizzo_id, personale.negozio_id] [= [cliente.cliente_id, cliente.negozio_id]
[personale.indirizzo_id, personale.negozio_id] [= [pagamento.pagamento_id, pagamento.ppersonale_id]
[personale.indirizzo_id, personale.negozio_id] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[personale.indirizzo_id, personale.negozio_id] [= [pagamento.cliente_id, pagamento.npersonale_id]
[personale.indirizzo_id, personale.negozio_id] [= [pagamento.noleggio_id, pagamento.npersonale_id]
[personale.indirizzo_id, personale.negozio_id] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[personale.personale_id, personale.attivo] [= [cliente.cliente_id, cliente.negozio_id]
[personale.personale_id, personale.attivo] [= [cliente.cliente_id, cliente.attivo]
[personale.personale_id, personale.attivo] [= [cliente.negozio_id, cliente.attivo]
[personale.personale_id, personale.attivo] [= [film.film_id, film.lingua_id]
[personale.personale_id, personale.attivo] [= [inventario.inventario_id, inventario.film_id]
[personale.personale_id, personale.attivo] [= [inventario.inventario_id, inventario.negozio_id]
[personale.personale_id, personale.attivo] [= [inventario.negozio_id, inventario.film_id]
[personale.personale_id, personale.attivo] [= [pagamento.pagamento_id, pagamento.cliente_id]
[personale.personale_id, personale.attivo] [= [pagamento.pagamento_id, pagamento.ppersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.cliente_id, pagamento.npersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[personale.personale_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.noleggio_id, pagamento.npersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.inventario_id, pagamento.npersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.cliente_id]
[personale.personale_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.ppersonale_id]
[personale.personale_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [inventario.film_id, inventario.negozio_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [inventario.negozio_id, inventario.film_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.cliente_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.noleggio_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.noleggio_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.inventario_id, pagamento.npersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.cliente_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.ppersonale_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.inventario_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [personale.personale_id, personale.negozio_id]
[negozio.negozio_id, negozio.indirizzo_id] [= [personale.negozio_id, personale.personale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [inventario.film_id, inventario.negozio_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [inventario.negozio_id, inventario.film_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.cliente_id, pagamento.npersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.noleggio_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.ppersonale_id, pagamento.npersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.noleggio_id, pagamento.ppersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.inventario_id, pagamento.npersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.cliente_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.ppersonale_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [pagamento.npersonale_id, pagamento.inventario_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [personale.personale_id, personale.negozio_id]
[negozio.capo_personale_id, negozio.indirizzo_id] [= [personale.negozio_id, personale.personale_id]
[personale.indirizzo_id, personale.attivo] [= [cliente.cliente_id, cliente.attivo]
[personale.indirizzo_id, personale.attivo] [= [film.film_id, film.lingua_id]
[personale.indirizzo_id, personale.attivo] [= [film.durata_noleggio, film.lingua_id]
[personale.indirizzo_id, personale.attivo] [= [inventario.inventario_id, inventario.film_id]
[personale.indirizzo_id, personale.attivo] [= [inventario.inventario_id, inventario.negozio_id]
[personale.indirizzo_id, personale.attivo] [= [pagamento.pagamento_id, pagamento.cliente_id]
[personale.indirizzo_id, personale.attivo] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[personale.indirizzo_id, personale.attivo] [= [pagamento.cliente_id, pagamento.npersonale_id]
[personale.indirizzo_id, personale.attivo] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[personale.indirizzo_id, personale.attivo] [= [pagamento.inventario_id, pagamento.npersonale_id]
[personale.negozio_id, personale.attivo] [= [cliente.cliente_id, cliente.negozio_id]
[personale.negozio_id, personale.attivo] [= [cliente.cliente_id, cliente.attivo]
[personale.negozio_id, personale.attivo] [= [cliente.negozio_id, cliente.attivo]
[personale.negozio_id, personale.attivo] [= [film.film_id, film.lingua_id]
[personale.negozio_id, personale.attivo] [= [inventario.inventario_id, inventario.film_id]
[personale.negozio_id, personale.attivo] [= [inventario.inventario_id, inventario.negozio_id]
[personale.negozio_id, personale.attivo] [= [inventario.negozio_id, inventario.film_id]
[personale.negozio_id, personale.attivo] [= [pagamento.pagamento_id, pagamento.cliente_id]
[personale.negozio_id, personale.attivo] [= [pagamento.pagamento_id, pagamento.ppersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.cliente_id, pagamento.ppersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.cliente_id, pagamento.npersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.inventario_id]
[personale.negozio_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.npersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.noleggio_id, pagamento.npersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.inventario_id, pagamento.ppersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.inventario_id, pagamento.npersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.cliente_id]
[personale.negozio_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.ppersonale_id]
[personale.negozio_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.inventario_id]
[personale.personale_id, personale.indirizzo_id, personale.attivo] [= [cliente.negozio_id, cliente.cliente_id, cliente.attivo]
[personale.personale_id, personale.indirizzo_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.pagamento_id, pagamento.cliente_id]
[personale.personale_id, personale.indirizzo_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.cliente_id, pagamento.npersonale_id]
[personale.personale_id, personale.indirizzo_id, personale.attivo] [= [pagamento.ppersonale_id, pagamento.inventario_id, pagamento.npersonale_id]
[personale.personale_id, personale.indirizzo_id, personale.attivo] [= [pagamento.npersonale_id, pagamento.cliente_id, pagamento.ppersonale_id]
[personale.personale_id, personale.nomeutente] [= [personale.negozio_id, personale.nome]
[film.lingua_id, film.durata_noleggio] [= [cliente.attivo, cliente.cliente_id]
[film.lingua_id, film.durata_noleggio] [= [inventario.film_id, inventario.inventario_id]
[film.lingua_id, film.durata_noleggio] [= [pagamento.cliente_id, pagamento.pagamento_id]
[film.lingua_id, film.durata_noleggio] [= [pagamento.ppersonale_id, pagamento.cliente_id]
[film.lingua_id, film.durata_noleggio] [= [pagamento.npersonale_id, pagamento.cliente_id]
[film.lingua_id, film.tariffa_noleggio, film.durata_noleggio] [= [pagamento.npersonale_id, pagamento.ammontare, pagamento.cliente_id]
[personale.personale_id, personale.nome] [= [personale.negozio_id, personale.nomeutente]
[personale.negozio_id, personale.nomeutente] [= [personale.personale_id, personale.nome]
